id,code,display_line_1,display_line_2,display_line_3,REGIMEN_CODE_HX
O|3*2P,3*2P,รับประทานครั้งละ 3 ช้อนชา,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|3*2P,3*2P,รับประทานครั้งละ 3 ช้อนโต๊ะ,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|3*2P,3*2P,รับประทานครั้งละ 3 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|3*2P,3*2P,รับประทานครั้งละ 3 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|3*2P,3*2P,ละลายยา 3 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,OT
O|3*2PBH,3*2PBH,รับประทานครั้งละ 3 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า ก่อนนอน,-,O
O|3*3A,3*3A,รับประทานครั้งละ 3 เม็ด,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,O
O|3*3A1/2,3*3A1/2,รับประทานครั้งละ 3 ซีซี,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,-,O
O|3*3P,3*3P,รับประทานครั้งละ 3 ซอง,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|3*3P,3*3P,รับประทานครั้งละ 3 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|3*3P,3*3P,รับประทานครั้งละ 3 เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|3*4P,3*4P,รับประทานครั้งละ 3 ซีซี,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|3*H,3*H,รับประทานครั้งละ 3 ซีซี,ก่อนนอน,-,O
O|3*H,3*H,รับประทานครั้งละ 3 เม็ด,ก่อนนอน,-,O
O|3*HS,3*HS,รับประทานครั้งละ 3 ซีซี,ก่อนนอน,-,O
O|3*PRN,3*PRN,รับประทานครั้งละ 3 ซีซี,-,-,O
O|3*Q12,3*Q12,รับประทานครั้งละ 3 เม็ด,ทุก 12 ชั่วโมง,-,O
O|3*Q1W,3*Q1W,รับประทานครั้งละ 3 เม็ด,ทุก 1 สัปดาห์,-,O
O|3*Q8,3*Q8,รับประทานครั้งละ 3 ซีซี,ทุก 8 ชั่วโมง,-,O
O|3/4*1A,3/4*1A,รับประทานครั้งละ 3/4 (สามในสี่) เม็ด,ก่อนอาหาร เช้า,-,O
O|3/4*1H,3/4*1H,รับประทานครั้งละ 3/4 (สามในสี่) ช้อนชา,ก่อนนอน,-,O
O|3/4*1H,3/4*1H,รับประทานครั้งละ 3/4 (สามในสี่) เม็ด,ก่อนนอน,-,O
O|3/4*1P,3/4*1P,รับประทานครั้งละ 3/4 (สามในสี่) ช้อนชา,หลังอาหาร เช้า,-,O
O|3/4*1P,3/4*1P,รับประทานครั้งละ 3/4 (สามในสี่) เม็ด,หลังอาหาร เช้า,-,O
O|3/4*2P,3/4*2P,รับประทานครั้งละ 3/4 (สามในสี่) เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|3/4*2PBL,3/4*2PBL,รับประทานครั้งละ 3/4 (สามในสี่) เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า กลางวัน,-,O
O|3/4*3P,3/4*3P,รับประทานครั้งละ 3/4 (สามในสี่) ช้อนชา,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|3/4*3P,3/4*3P,รับประทานครั้งละ 3/4 (สามในสี่) เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|3/4*H,3/4*H,รับประทานครั้งละ 3/4 (สามในสี่) เม็ด,ก่อนนอน,-,O
O|3/4*Q12,3/4*Q12,รับประทานครั้งละ 3/4 (สามในสี่) เม็ด,ทุก 12 ชั่วโมง,-,O
O|30*1H,30*1H,รับประทานครั้งละ 30 ซีซี,ก่อนนอน,-,O
O|30*1PD,30*1PD,รับประทานครั้งละ 30 ซีซี,หลังอาหาร เย็น,-,O
O|30*2P,30*2P,รับประทานครั้งละ 30 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|30*3A,30*3A,รับประทานครั้งละ 30 ซีซี,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,O
O|30*3P,30*3P,รับประทานครั้งละ 30 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|30*3P1,30*3P1,รับประทานครั้งละ 30 ซีซี,หลังอาหาร 1ชม.เช้า กลางวัน เย็น,-,O
O|30*H,30*H,รับประทานครั้งละ 30 ซีซี,ก่อนนอน,-,O
O|35*2P,35*2P,รับประทานครั้งละ 35 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|4.4*2P,4.4*2P,รับประทานครั้งละ 4.4 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|4.5*1H,4.5*1H,รับประทานครั้งละ 4.5 ซีซี,ก่อนนอน,-,O
O|4.5*1P,4.5*1P,รับประทานครั้งละ 4.5 ซีซี,หลังอาหาร เช้า,-,O
O|4.5*2P,4.5*2P,รับประทานครั้งละ 4.5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|4.5*3P,4.5*3P,รับประทานครั้งละ 4.5 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|4.5*H,4.5*H,รับประทานครั้งละ 4.5 ซีซี,ก่อนนอน,-,O
O|4*1A,4*1A,รับประทานครั้งละ 4 ซีซี,ก่อนอาหาร เช้า,-,O
O|4*1A1/2,4*1A1/2,รับประทานครั้งละ 4 เม็ด,ก่อนอาหาร ครึ่งชม.เช้า,-,O
O|4*1H,4*1H,รับประทานครั้งละ 4 ซีซี,ก่อนนอน,-,O
O|4*1H,4*1H,รับประทานครั้งละ 4 เม็ด,ก่อนนอน,-,O
O|4*1H,4*1H,ละลายยา 4 ซีซี,ก่อนนอน,-,OT
O|4*1P,4*1P,รับประทานครั้งละ 4 ,หลังอาหาร เช้า,-,O
O|4*1P,4*1P,รับประทานครั้งละ 4 ซีซี,หลังอาหาร เช้า,-,O
O|4*1P,4*1P,รับประทานครั้งละ 4 เม็ด,หลังอาหาร เช้า,-,O
O|4*1P,4*1P,ละลายยา 4 ซีซี,หลังอาหาร เช้า,-,OT
O|4*1PAD,4*1PAD,รับประทานครั้งละ 4 เม็ด,หลังอาหารเช้า (วัน เว้น วัน),-,O
O|4*1PC,4*1PC,รับประทานครั้งละ 4 ซีซี,วันละ 1 ครั้ง หลังอาหารเช้า,-,O
O|4*1PSA/W,4*1PSA/W,รับประทานครั้งละ 4 เม็ด,หลังอาหารเช้า(วันเสาร์) สัปดาห์ละ__เม็ด,-,O
O|4*1T,4*1T,ละลายยา 4 ซีซี,วันละ 1 ครั้ง เวลา _______ น.,-,OT
O|4*2A,4*2A,รับประทานครั้งละ 4 ซีซี,วันละ 2 ครั้ง ก่อนอาหาร เช้า เย็น,-,O
O|4*2A,4*2A,รับประทานครั้งละ 4 เม็ด,วันละ 2 ครั้ง ก่อนอาหาร เช้า เย็น,-,O
O|4*2P,4*2P,รับประทานครั้งละ 4 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|4*2P,4*2P,รับประทานครั้งละ 4 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|4*2P,4*2P,ละลายยา 4 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,OT
O|4*2P,4*2P,ละลายยา 4 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,OT
O|4*2PBH,4*2PBH,รับประทานครั้งละ 4 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า ก่อนนอน,-,O
O|4*3A,4*3A,รับประทานครั้งละ 4 เม็ด,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,O
O|4*3A1/2,4*3A1/2,รับประทานครั้งละ 4 ซีซี,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,-,O
O|4*3P,4*3P,รับประทานครั้งละ 4 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|4*3P,4*3P,รับประทานครั้งละ 4 เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|4*4A1/2,4*4A1/2,รับประทานครั้งละ 4 ซีซี,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,ก่อนนอน,O
O|4*4P,4*4P,รับประทานครั้งละ 4 ซีซี,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|4*H,4*H,รับประทานครั้งละ 4 ซีซี,ก่อนนอน,-,O
O|4*H,4*H,รับประทานครั้งละ 4 เม็ด,ก่อนนอน,-,O
O|4*HKT2,4*HKT2,รับประทานครั้งละ 4 หยด,ก่อนทำหัตถการ 2 นาที,-,O
O|4*HS,4*HS,รับประทานครั้งละ 4 ซีซี,ก่อนนอน,-,O
O|4*PRN,4*PRN,รับประทานครั้งละ 4 ซีซี,-,-,O
O|4*Q1W,4*Q1W,รับประทานครั้งละ 4 เม็ด,ทุก 1 สัปดาห์,-,O
O|4*Q6,4*Q6,รับประทานครั้งละ 4 ซีซี,ทุก 6 ชั่วโมง,-,O
O|4*Q8,4*Q8,รับประทานครั้งละ 4 ซีซี,ทุก 8 ชั่วโมง,-,O
O|5.5*2P,5.5*2P,รับประทานครั้งละ 5.5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|5.5*3P,5.5*3P,รับประทานครั้งละ 5.5 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|5*1,5*1,รับประทานครั้งละ 5 ซีซี,วันละ 1 ครั้ง,-,O
O|5*1A,5*1A,รับประทานครั้งละ 5 ซีซี,ก่อนอาหาร เช้า,-,O
O|5*1A,5*1A,รับประทานครั้งละ 5 เม็ด,ก่อนอาหาร เช้า,-,O
O|5*1H,5*1H,รับประทานครั้งละ 5 ซีซี,ก่อนนอน,-,O
O|5*1M,5*1M,รับประทานครั้งละ 5 เม็ด,วันละ 1 ครั้งพร้อมอาหารเช้า,-,O
O|5*1P,5*1P,รับประทานครั้งละ 5 ซีซี,หลังอาหาร เช้า,-,O
O|5*1P,5*1P,รับประทานครั้งละ 5 เม็ด,หลังอาหาร เช้า,-,O
O|5*1PC,5*1PC,รับประทานครั้งละ 5 ซีซี,วันละ 1 ครั้ง หลังอาหารเช้า,-,O
O|5*1PSA/W,5*1PSA/W,รับประทานครั้งละ 5 เม็ด,หลังอาหารเช้า(วันเสาร์) สัปดาห์ละ__เม็ด,-,O
O|5*2,5*2,รับประทานครั้งละ 5 ซีซี,วันละ 2 ครั้ง,-,O
O|5*2A,5*2A,ละลายยา 5 ซีซี,วันละ 2 ครั้ง ก่อนอาหาร เช้า เย็น,-,OT
O|5*2P,5*2P,รับประทานครั้งละ 5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|5*2P,5*2P,รับประทานครั้งละ 5 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|5*3A,5*3A,รับประทานครั้งละ 5 ซีซี,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,O
O|5*3A1/2,5*3A1/2,รับประทานครั้งละ 5 ซีซี,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,-,O
O|5*3P,5*3P,รับประทานครั้งละ 5 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|5*3P,5*3P,รับประทานครั้งละ 5 เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|5*4P,5*4P,รับประทานครั้งละ 5 ซีซี,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|5*H,5*H,รับประทานครั้งละ 5 ซีซี,ก่อนนอน,-,O
O|5*HS,5*HS,รับประทานครั้งละ 5 ซีซี,ก่อนนอน,-,O
O|5*Q6,5*Q6,รับประทานครั้งละ 5 ซีซี,ทุก 6 ชั่วโมง,-,O
O|5*Q8,5*Q8,รับประทานครั้งละ 5 ซีซี,ทุก 8 ชั่วโมง,-,O
O|5*Q8,5*Q8,รับประทานครั้งละ 5 มิลลิกรัม,ทุก 8 ชั่วโมง,-,O
O|50*1PD,50*1PD,รับประทานครั้งละ 50 ซีซี,หลังอาหาร เย็น,-,O
O|55*3P,55*3P,รับประทานครั้งละ 55 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|6.5*1H,6.5*1H,รับประทานครั้งละ 6.5 ซีซี,ก่อนนอน,-,O
O|6.5*2P,6.5*2P,รับประทานครั้งละ 6.5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|6*1H,6*1H,รับประทานครั้งละ 6 ซีซี,ก่อนนอน,-,O
O|6*1P,6*1P,รับประทานครั้งละ 6 ซีซี,หลังอาหาร เช้า,-,O
O|6*1P,6*1P,รับประทานครั้งละ 6 เม็ด,หลังอาหาร เช้า,-,O
O|6*1PAD,6*1PAD,รับประทานครั้งละ 6 เม็ด,หลังอาหารเช้า (วัน เว้น วัน),-,O
O|6*1PSA/W,6*1PSA/W,รับประทานครั้งละ 6 เม็ด,หลังอาหารเช้า(วันเสาร์) สัปดาห์ละ__เม็ด,-,O
O|6*2,6*2,รับประทานครั้งละ 6 ซีซี,วันละ 2 ครั้ง,-,O
O|6*2P,6*2P,รับประทานครั้งละ 6 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|6*2P,6*2P,รับประทานครั้งละ 6 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|6*3A1/2,6*3A1/2,รับประทานครั้งละ 6 ซีซี,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,-,O
O|6*3P,6*3P,รับประทานครั้งละ 6 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|6*3P,6*3P,รับประทานครั้งละ 6 เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|6*H,6*H,รับประทานครั้งละ 6 ซีซี,ก่อนนอน,-,O
O|6*Q12,6*Q12,รับประทานครั้งละ 6 ซีซี,ทุก 12 ชั่วโมง,-,O
O|6*Q8,6*Q8,รับประทานครั้งละ 6 ซีซี,ทุก 8 ชั่วโมง,-,O
O|6*Q8,6*Q8,รับประทานครั้งละ 6 มิลลิกรัม,ทุก 8 ชั่วโมง,-,O
O|7.5*1A,7.5*1A,รับประทานครั้งละ 7.5 ซีซี,ก่อนอาหาร เช้า,-,O
O|7.5*1A,7.5*1A,ละลายยา 7.5 ซีซี,ก่อนอาหาร เช้า,-,OT
O|7.5*1H,7.5*1H,รับประทานครั้งละ 7.5 ซีซี,ก่อนนอน,-,O
O|7.5*1P,7.5*1P,รับประทานครั้งละ 7.5 ซีซี,หลังอาหาร เช้า,-,O
O|7.5*2P,7.5*2P,รับประทานครั้งละ 7.5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|7.5*3A1/2,7.5*3A1/2,รับประทานครั้งละ 7.5 ซีซี,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,-,O
O|7.5*3P,7.5*3P,รับประทานครั้งละ 7.5 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|7.5*4A,7.5*4A,รับประทานครั้งละ 7.5 ซีซี,วันละ 4 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|7.5*H,7.5*H,รับประทานครั้งละ 7.5 ซีซี,ก่อนนอน,-,O
O|7*1A,7*1A,รับประทานครั้งละ 7 ซีซี,ก่อนอาหาร เช้า,-,O
O|7*1H,7*1H,รับประทานครั้งละ 7 ซีซี,ก่อนนอน,-,O
O|7*1P,7*1P,รับประทานครั้งละ 7 ซีซี,หลังอาหาร เช้า,-,O
O|7*1P,7*1P,ละลายยา 7 ซีซี,หลังอาหาร เช้า,-,OT
O|7*2P,7*2P,รับประทานครั้งละ 7 ,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|7*2P,7*2P,รับประทานครั้งละ 7 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|7*3A1/2,7*3A1/2,รับประทานครั้งละ 7 ซีซี,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,-,O
O|7*3P,7*3P,รับประทานครั้งละ 7 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|7*3P,7*3P,รับประทานครั้งละ 7 เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|7*H,7*H,รับประทานครั้งละ 7 ซีซี,ก่อนนอน,-,O
O|75*Q8,75*Q8,รับประทานครั้งละ 75 ซีซี,ทุก 8 ชั่วโมง,-,O
O|8.5*2P,8.5*2P,รับประทานครั้งละ 8.5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|8*1P,8*1P,รับประทานครั้งละ 8 เม็ด,หลังอาหาร เช้า,-,O
O|8*1PAD,8*1PAD,รับประทานครั้งละ 8 เม็ด,หลังอาหารเช้า (วัน เว้น วัน),-,O
O|8*1PSA/W,8*1PSA/W,รับประทานครั้งละ 8 เม็ด,หลังอาหารเช้า(วันเสาร์) สัปดาห์ละ__เม็ด,-,O
O|8*2P,8*2P,รับประทานครั้งละ 8 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|8*4A,8*4A,รับประทานครั้งละ 8 ซีซี,วันละ 4 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|8*H,8*H,รับประทานครั้งละ 8 ซีซี,ก่อนนอน,-,O
O|8*Q6,8*Q6,รับประทานครั้งละ 8 เม็ด,ทุก 6 ชั่วโมง,-,O
O|9*1,9*1,รับประทานครั้งละ 9 ซีซี,วันละ 1 ครั้ง,-,O
O|9*1H,9*1H,รับประทานครั้งละ 9 ซีซี,ก่อนนอน,-,O
O|9*1P,9*1P,รับประทานครั้งละ 9 เม็ด,หลังอาหาร เช้า,-,O
O|9*1PAD,9*1PAD,รับประทานครั้งละ 9 เม็ด,หลังอาหารเช้า (วัน เว้น วัน),-,O
O|9*2P,9*2P,รับประทานครั้งละ 9 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|9*2P,9*2P,รับประทานครั้งละ 9 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|9*3P,9*3P,รับประทานครั้งละ 9 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|CB*1P,CB*1P,รับประทานครั้งละ  ,หลังอาหาร เช้า,-,O
O|S*1A1/2,S*1A1/2,รับประทานครั้งละ  เม็ด,ก่อนอาหาร ครึ่งชม.เช้า,-,O
O|S*1M,S*1M,รับประทานครั้งละ  เม็ด,วันละ 1 ครั้งพร้อมอาหารเช้า,-,O
O|S*1P,S*1P,รับประทานครั้งละ  เม็ด,หลังอาหาร เช้า,-,O
O|S*2P,S*2P,รับประทานครั้งละ  เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|S*3P,S*3P,รับประทานครั้งละ  เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
OD|1*2,1*2,หยอดหูขวา ครั้งละ 1 หยด,วันละ 2 ครั้ง,-,RO
OD|1*2,1*2,หยอดหูครั้งละ 1 หยด,วันละ 2 ครั้ง,-,OD
OD|1*3,1*3,หยอดหูซ้าย ครั้งละ 1 หยด,วันละ 3 ครั้ง,-,LO
OD|1*4,1*4,หยอดหูทั้งสองข้าง ข้างละ 1 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,BO
OD|1*Q6,1*Q6,หยอดหูทั้งสองข้าง ข้างละ 1 หยด,ทุก 6 ชั่วโมง,-,BO
OD|2-3*4,2-3*4,หยอดหูครั้งละ 2-3 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,OD
OD|3-4*2,3-4*2,หยอดหูครั้งละ 3 ถึง 4 หยด,วันละ 2 ครั้ง,-,OD
OD|3-4*2,3-4*2,หยอดหูทั้งสองข้าง ข้างละ 3 ถึง 4 หยด,วันละ 2 ครั้ง,-,BO
OD|3-4*4,3-4*4,หยอดหูครั้งละ 3 ถึง 4 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,OD
OD|3-4*4,3-4*4,หยอดหูซ้าย ครั้งละ 3 ถึง 4 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,LO
OD|3-4*4,3-4*4,หยอดหูทั้งสองข้าง ข้างละ 3 ถึง 4 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,BO
OD|3-5*2,3-5*2,หยอดหูครั้งละ 3-5 หยด,วันละ 2 ครั้ง,-,OD
OD|3*1H,3*1H,หยอดหูครั้งละ 3 หยด,ก่อนนอน,-,OD
OM|1*2,1*2,อมครั้งละ 1 เม็ด,วันละ 2 ครั้ง,-,OM
ON|-*3P,-*3P,  ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,OG
ON|*2,*2,-,วันละ 2 ครั้ง,-,OG
ON|*3A,*3A,-,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,OG
ON|*4A,*4A,ป้ายแผลในปาก  ,วันละ 4 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,ก่อนนอน,MP
ON|*4A,*4A,-,วันละ 4 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,ก่อนนอน,OG
ON|1*4P,1*4P, 1 ช้อนชา,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,OG
ON|1*4P,1*4P, 1 ซีซี,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,OG
ON|3*3A,3*3A,รับประทานครั้งละ 3 ซีซี,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,O
ON|4*4P,4*4P, 4 ซีซี,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,OG
OP|1*1A,1*1A,ละลายน้ำดื่มครั้งละ 1 ซอง,ก่อนอาหาร เช้า,-,OP
OP|1*1A1/2,1*1A1/2,ละลายน้ำดื่มครั้งละ 1 ,ก่อนอาหาร ครึ่งชม.เช้า,-,OP
OP|1*1A1/2,1*1A1/2,ละลายน้ำดื่มครั้งละ 1 เม็ด,ก่อนอาหาร ครึ่งชม.เช้า,-,OP
OP|1*1AD,1*1AD,ละลายน้ำดื่มครั้งละ 1 ซอง,ก่อนอาหาร เย็น,-,OP
OP|1*1H,1*1H,ละลายน้ำดื่มครั้งละ 1 เม็ด,ก่อนนอน,-,OP
OP|1*1P,1*1P,ละลายน้ำดื่มครั้งละ 1 ซอง,หลังอาหาร เช้า,-,OP
OP|1*1P,1*1P,ละลายน้ำดื่มครั้งละ 1 เม็ด,หลังอาหาร เช้า,-,OP
OP|1*1PD,1*1PD,ละลายน้ำดื่มครั้งละ 1 ซอง,หลังอาหาร เย็น,-,OP
OP|1*2,1*2, 1 ซอง,วันละ 2 ครั้ง,-,-
OP|1*2,1*2,ละลายน้ำดื่มครั้งละ 1 ซอง,วันละ 2 ครั้ง,-,OP
OP|1*2A,1*2A,ละลายน้ำดื่มครั้งละ 1 ซอง,วันละ 2 ครั้ง ก่อนอาหาร เช้า เย็น,-,OP
OP|1*2P,1*2P,ละลายน้ำดื่มครั้งละ 1 ซอง,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,OP
OP|1*2P,1*2P,ละลายน้ำดื่มครั้งละ 1 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,OP
OP|1*3P,1*3P,ละลายน้ำดื่มครั้งละ 1 ซอง,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,OP
OP|1*D,1*D,ละลายน้ำดื่มครั้งละ 1 ซอง,ทุกวันที่ ....... ของเดือน,-,OP
OP|1*HS,1*HS,ละลายน้ำดื่มครั้งละ 1 ซอง,ก่อนนอน,-,OP
OP|1*ORS,1*ORS,ละลายน้ำดื่มครั้งละ 1 ซอง,(ละลายน้ำ 1 แก้ว ทานหลังท้องร่วง),-,OP
OP|1/2*1H,1/2*1H,ละลายน้ำดื่มครั้งละ 1/2 (ครึ่ง) ซอง,ก่อนนอน,-,OP
OP|1/2*1PD,1/2*1PD,ละลายน้ำดื่มครั้งละ 1/2 (ครึ่ง) ซอง,หลังอาหาร เย็น,-,OP
OP|2*1A1/2,2*1A1/2,ละลายน้ำดื่มครั้งละ 2 ,ก่อนอาหาร ครึ่งชม.เช้า,-,OP
OP|2*1A1/2,2*1A1/2,ละลายน้ำดื่มครั้งละ 2 เม็ด,ก่อนอาหาร ครึ่งชม.เช้า,-,OP
OP|2*1PD,2*1PD,ละลายน้ำดื่มครั้งละ 2 ซอง,หลังอาหาร เย็น,-,OP
OP|2*2,2*2,ละลายน้ำดื่มครั้งละ 2 ซอง,วันละ 2 ครั้ง,-,OP
OP|2*2A,2*2A,ละลายน้ำดื่มครั้งละ 2 ซอง,วันละ 2 ครั้ง ก่อนอาหาร เช้า เย็น,-,OP
OP|2*2A1/2,2*2A1/2,ละลายน้ำดื่มครั้งละ 2 เม็ด,ก่อนอาหาร ครึ่งชม.เช้า  เย็น,-,OP
OP|2*2P,2*2P,ละลายน้ำดื่มครั้งละ 2 ซอง,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,OP
OP|2*B,2*B,ละลายน้ำดื่มครั้งละ 2 ซอง,วันละ 1 ครั้ง เช้า,-,OP
OP|3*1,3*1,ละลายน้ำดื่มครั้งละ 3 ซอง,วันละ 1 ครั้ง,-,OP
OP|3*1A1/2,3*1A1/2,ละลายน้ำดื่มครั้งละ 3 ,ก่อนอาหาร ครึ่งชม.เช้า,-,OP
OP|3*1A1/2,3*1A1/2,ละลายน้ำดื่มครั้งละ 3 เม็ด,ก่อนอาหาร ครึ่งชม.เช้า,-,OP
OP|3*2A1/2,3*2A1/2,ละลายน้ำดื่มครั้งละ 3 เม็ด,ก่อนอาหาร ครึ่งชม.เช้า  เย็น,-,OP
OP|3*2P,3*2P,ละลายน้ำดื่มครั้งละ 3 ซอง,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,OP
OP|4*1,4*1,ละลายน้ำดื่มครั้งละ 4 ซอง,วันละ 1 ครั้ง,-,OP
OP|4*1A1/2,4*1A1/2,ละลายน้ำดื่มครั้งละ 4 ,ก่อนอาหาร ครึ่งชม.เช้า,-,OP
OP|4*1A1/2,4*1A1/2,ละลายน้ำดื่มครั้งละ 4 เม็ด,ก่อนอาหาร ครึ่งชม.เช้า,-,OP
OP|4*2A,4*2A,ละลายน้ำดื่มครั้งละ 4 เม็ด,วันละ 2 ครั้ง ก่อนอาหาร เช้า เย็น,-,OP
